date,hospital_branch,weekday,total_beds,icu_beds,occupied_beds,occupied_icu_beds,available_beds,admissions,discharges,emergency_cases,staff_available
12/18/2019,Metro Hospital,Sunday,226,41,226,23,0,26,26,17,80
12/19/2019,Metro Hospital,Monday,226,41,226,23,0,59,42,31,84
12/20/2019,Metro Hospital,Tuesday,226,41,226,22,0,31,18,18,74
12/21/2019,Metro Hospital,Wednesday,226,41,226,24,0,51,24,16,88
12/22/2019,Metro Hospital,Thursday,226,41,226,25,0,56,31,34,108
12/23/2019,Metro Hospital,Friday,226,41,226,22,0,54,45,15,98
12/24/2019,Metro Hospital,Saturday,226,41,226,26,0,37,22,22,119
12/25/2019,Metro Hospital,Sunday,226,41,216,25,10,28,38,13,61
12/26/2019,Metro Hospital,Monday,226,41,218,24,8,40,38,15,75
12/27/2019,Metro Hospital,Tuesday,226,41,224,21,2,47,41,29,63
12/28/2019,Metro Hospital,Wednesday,226,41,226,25,0,52,29,20,96
12/29/2019,Metro Hospital,Thursday,226,41,226,29,0,48,19,32,97
12/30/2019,Metro Hospital,Friday,226,41,226,31,0,58,50,34,102
12/31/2019,Metro Hospital,Saturday,226,41,226,36,0,34,22,18,54
1/1/2020,Metro Hospital,Sunday,226,41,226,39,0,47,22,34,81
1/2/2020,Metro Hospital,Monday,226,41,226,41,0,42,26,29,86
1/3/2020,Metro Hospital,Tuesday,226,41,226,41,0,28,21,17,54
1/4/2020,Metro Hospital,Wednesday,226,41,224,39,2,38,40,10,103
1/5/2020,Metro Hospital,Thursday,226,41,207,39,19,29,46,23,79
1/6/2020,Metro Hospital,Friday,226,41,200,41,26,41,48,10,118
1/7/2020,Metro Hospital,Saturday,226,41,183,41,43,35,52,24,55
1/8/2020,Metro Hospital,Sunday,226,41,192,37,34,57,48,17,64
1/9/2020,Metro Hospital,Monday,226,41,166,34,60,26,52,22,108
1/10/2020,Metro Hospital,Tuesday,226,41,169,33,57,49,46,16,98
1/11/2020,Metro Hospital,Wednesday,226,41,201,34,25,54,22,14,109
1/12/2020,Metro Hospital,Thursday,226,41,203,35,23,42,40,32,72
1/13/2020,Metro Hospital,Friday,226,41,199,34,27,26,30,18,113
1/14/2020,Metro Hospital,Saturday,226,41,200,33,26,30,29,24,82
1/15/2020,Metro Hospital,Sunday,226,41,208,29,18,25,17,14,115
1/16/2020,Metro Hospital,Monday,226,41,203,26,23,26,31,25,86
1/17/2020,Metro Hospital,Tuesday,226,41,226,30,0,44,17,21,106
1/18/2020,Metro Hospital,Wednesday,226,41,214,34,12,21,33,20,52
1/19/2020,Metro Hospital,Thursday,226,41,183,33,43,22,53,30,101
1/20/2020,Metro Hospital,Friday,226,41,160,33,66,23,46,12,55
1/21/2020,Metro Hospital,Saturday,226,41,172,30,54,55,43,32,80
1/22/2020,Metro Hospital,Sunday,226,41,179,31,47,51,44,34,99
1/23/2020,Metro Hospital,Monday,226,41,188,34,38,36,27,24,104
1/24/2020,Metro Hospital,Tuesday,226,41,163,38,63,25,50,12,113
1/25/2020,Metro Hospital,Wednesday,226,41,154,34,72,25,34,20,80
1/26/2020,Metro Hospital,Thursday,226,41,158,31,68,44,40,28,103
1/27/2020,Metro Hospital,Friday,226,41,149,29,77,36,45,32,72
1/28/2020,Metro Hospital,Saturday,226,41,149,26,77,21,21,26,99
1/29/2020,Metro Hospital,Sunday,226,41,173,31,53,54,30,10,117
1/30/2020,Metro Hospital,Monday,226,41,172,34,54,31,32,10,77
1/31/2020,Metro Hospital,Tuesday,226,41,174,31,52,55,53,24,100
2/1/2020,Metro Hospital,Wednesday,226,41,171,30,55,22,25,13,62
2/2/2020,Metro Hospital,Thursday,226,41,194,32,32,50,27,17,102
2/3/2020,Metro Hospital,Friday,226,41,211,28,15,36,19,34,95
2/4/2020,Metro Hospital,Saturday,226,41,213,31,13,47,45,18,62
2/5/2020,Metro Hospital,Sunday,226,41,213,35,13,32,32,12,64
2/6/2020,Metro Hospital,Monday,226,41,219,33,7,37,31,34,63
2/7/2020,Metro Hospital,Tuesday,226,41,226,33,0,22,15,21,60
2/8/2020,Metro Hospital,Wednesday,226,41,203,35,23,21,44,25,97
2/9/2020,Metro Hospital,Thursday,226,41,218,37,8,32,17,30,86
2/10/2020,Metro Hospital,Friday,226,41,219,40,7,20,19,30,96
2/11/2020,Metro Hospital,Saturday,226,41,206,41,20,31,44,27,81
2/12/2020,Metro Hospital,Sunday,226,41,213,41,13,32,25,33,115
2/13/2020,Metro Hospital,Monday,226,41,195,39,31,35,53,15,103
2/14/2020,Metro Hospital,Tuesday,226,41,209,41,17,48,34,11,74
2/15/2020,Metro Hospital,Wednesday,226,41,223,41,3,46,32,28,114
2/16/2020,Metro Hospital,Thursday,226,41,226,41,0,44,18,33,110
2/17/2020,Metro Hospital,Friday,226,41,226,41,0,35,21,16,54
2/18/2020,Metro Hospital,Saturday,226,41,206,41,20,25,45,32,69
2/19/2020,Metro Hospital,Sunday,226,41,226,38,0,39,19,27,55
2/20/2020,Metro Hospital,Monday,226,41,207,37,19,22,41,31,118
2/21/2020,Metro Hospital,Tuesday,226,41,222,39,4,34,19,19,81
2/22/2020,Metro Hospital,Wednesday,226,41,210,35,16,37,49,34,67
2/23/2020,Metro Hospital,Thursday,226,41,226,31,0,55,34,28,93
2/24/2020,Metro Hospital,Friday,226,41,215,32,11,36,47,21,89
2/25/2020,Metro Hospital,Saturday,226,41,200,36,26,36,51,16,64
2/26/2020,Metro Hospital,Sunday,226,41,198,34,28,41,43,25,114
2/27/2020,Metro Hospital,Monday,226,41,177,32,49,29,50,13,106
2/28/2020,Metro Hospital,Tuesday,226,41,184,31,42,54,47,13,100
2/29/2020,Metro Hospital,Wednesday,226,41,173,33,53,38,49,17,50
3/1/2020,Metro Hospital,Thursday,226,41,192,31,34,52,33,21,119
3/2/2020,Metro Hospital,Friday,226,41,194,30,32,33,31,27,71
3/3/2020,Metro Hospital,Saturday,226,41,198,28,28,54,50,16,81
3/4/2020,Metro Hospital,Sunday,226,41,194,33,32,37,41,15,115
3/5/2020,Metro Hospital,Monday,226,41,209,30,17,49,34,14,65
3/6/2020,Metro Hospital,Tuesday,226,41,212,31,14,55,52,17,66
3/7/2020,Metro Hospital,Wednesday,226,41,212,28,14,48,48,17,65
3/8/2020,Metro Hospital,Thursday,226,41,225,32,1,57,44,10,116
3/9/2020,Metro Hospital,Friday,226,41,194,31,32,23,54,34,74
3/10/2020,Metro Hospital,Saturday,226,41,195,33,31,37,36,20,102
3/11/2020,Metro Hospital,Sunday,174,32,177,24,0,48,23,12,76
3/12/2020,Metro Hospital,Wednesday,234,51,235,47,2,32,29,20,95
3/13/2020,Metro Hospital,Wednesday,281,61,257,34,24,48,45,31,108
3/14/2020,Metro Hospital,Thursday,176,30,147,30,27,54,41,18,106
3/15/2020,Metro Hospital,Thursday,175,31,171,14,1,50,53,13,106
3/16/2020,Metro Hospital,Friday,228,40,209,21,17,47,32,14,85
3/17/2020,Metro Hospital,Tuesday,176,33,175,30,-1,49,37,16,57
3/18/2020,Metro Hospital,Wednesday,226,40,217,33,9,41,52,17,115
3/19/2020,Metro Hospital,Friday,175,31,172,26,3,52,24,33,119
3/20/2020,Metro Hospital,Saturday,237,55,175,50,62,25,53,15,59
3/21/2020,Metro Hospital,Wednesday,281,60,279,33,1,70,40,19,75
3/22/2020,Metro Hospital,Sunday,278,64,280,54,-2,38,35,17,118
3/23/2020,Metro Hospital,Friday,238,52,238,51,0,47,27,18,62
3/24/2020,Metro Hospital,Saturday,173,33,176,31,2,39,17,19,107
3/25/2020,Metro Hospital,Sunday,279,62,202,51,76,44,52,34,116
3/26/2020,Metro Hospital,Thursday,175,30,172,23,6,25,30,17,59
3/27/2020,Metro Hospital,Wednesday,227,40,186,32,43,22,31,25,100
3/28/2020,Metro Hospital,Sunday,176,32,122,13,53,41,15,20,53
3/29/2020,Metro Hospital,Monday,226,39,214,33,12,30,16,21,110
3/30/2020,Metro Hospital,Saturday,281,60,238,58,42,38,38,27,80
3/31/2020,Metro Hospital,Thursday,227,39,220,39,8,30,16,29,88
4/1/2020,Metro Hospital,Saturday,278,60,263,29,15,29,43,29,58
4/2/2020,Metro Hospital,Wednesday,236,55,224,51,14,33,32,30,63
4/3/2020,Metro Hospital,Tuesday,238,54,236,51,-2,57,52,22,68
4/4/2020,Metro Hospital,Saturday,282,60,270,60,10,57,53,18,55
4/5/2020,Metro Hospital,Friday,175,32,126,30,50,23,41,27,107
4/6/2020,Metro Hospital,Tuesday,281,60,244,35,39,29,28,31,57
4/7/2020,Metro Hospital,Tuesday,176,30,176,13,-1,30,25,23,88
4/8/2020,Metro Hospital,Saturday,236,54,236,50,-1,20,21,12,70
4/9/2020,Metro Hospital,Thursday,280,60,271,61,11,25,36,24,105
4/10/2020,Metro Hospital,Wednesday,176,29,174,29,2,50,34,22,107
4/11/2020,Metro Hospital,Saturday,282,64,282,23,1,50,33,14,75
4/12/2020,Metro Hospital,Wednesday,225,41,216,34,13,19,35,19,50
4/13/2020,Metro Hospital,Tuesday,235,54,210,43,25,23,44,23,118
4/14/2020,Metro Hospital,Sunday,236,52,174,53,62,31,40,31,115
4/15/2020,Metro Hospital,Friday,175,32,165,27,13,43,52,20,89
4/16/2020,Metro Hospital,Monday,237,53,216,46,20,45,53,28,55
4/17/2020,Metro Hospital,Sunday,224,42,226,33,2,56,29,24,61
4/18/2020,Metro Hospital,Monday,234,55,180,50,56,37,31,32,111
4/19/2020,Metro Hospital,Thursday,228,39,197,19,31,46,44,14,54
4/20/2020,Metro Hospital,Wednesday,225,40,209,36,17,38,51,35,65
4/21/2020,Metro Hospital,Wednesday,175,29,169,31,8,33,39,24,108
4/22/2020,Metro Hospital,Friday,228,43,181,27,46,26,26,29,87
4/23/2020,Metro Hospital,Thursday,235,51,204,41,29,44,38,13,113
4/24/2020,Metro Hospital,Monday,234,51,168,39,67,46,50,10,110
4/25/2020,Metro Hospital,Thursday,279,62,282,10,-2,35,32,11,74
4/26/2020,Metro Hospital,Tuesday,235,55,216,54,24,22,33,28,101
4/27/2020,Metro Hospital,Sunday,175,32,123,16,54,42,13,18,54
4/28/2020,Metro Hospital,Wednesday,236,52,237,53,-2,33,17,21,84
4/29/2020,Metro Hospital,Sunday,228,40,228,23,-2,47,20,16,111
4/30/2020,Metro Hospital,Tuesday,175,30,176,31,1,51,35,14,57
5/1/2020,Metro Hospital,Monday,174,31,145,13,30,32,49,26,70
5/2/2020,Metro Hospital,Saturday,280,63,278,39,2,34,18,17,57
5/3/2020,Metro Hospital,Monday,278,64,273,64,7,33,20,29,72
5/4/2020,Metro Hospital,Wednesday,227,42,183,28,44,57,39,19,111
5/5/2020,Metro Hospital,Saturday,282,63,249,60,29,57,52,20,68
5/6/2020,Metro Hospital,Tuesday,173,30,173,30,2,50,28,30,88
5/7/2020,Metro Hospital,Tuesday,280,63,272,15,8,29,33,21,61
5/8/2020,Metro Hospital,Thursday,226,42,228,43,-2,45,16,32,110
5/9/2020,Metro Hospital,Monday,278,60,279,28,-1,58,40,31,81
5/10/2020,Metro Hospital,Saturday,236,53,165,39,70,33,46,11,60
5/11/2020,Metro Hospital,Tuesday,280,62,280,41,2,51,32,20,49
5/12/2020,Metro Hospital,Wednesday,177,31,161,23,16,60,45,15,78
5/13/2020,Metro Hospital,Monday,281,64,241,50,41,27,37,25,58
5/14/2020,Metro Hospital,Monday,237,53,228,50,8,37,45,17,67
5/15/2020,Metro Hospital,Tuesday,235,51,237,55,-2,55,18,15,104
5/16/2020,Metro Hospital,Saturday,237,53,238,52,0,29,18,10,72
5/17/2020,Metro Hospital,Wednesday,226,40,224,43,5,46,33,28,114
5/18/2020,Metro Hospital,Tuesday,177,31,173,25,2,66,22,19,100
5/19/2020,Metro Hospital,Monday,278,64,202,45,76,66,55,14,82
5/20/2020,Metro Hospital,Saturday,176,33,167,15,11,34,43,17,75
5/21/2020,Metro Hospital,Wednesday,236,54,198,43,35,34,46,12,110
5/22/2020,Metro Hospital,Monday,280,64,270,64,11,33,17,32,72
5/23/2020,Metro Hospital,Thursday,173,32,177,21,0,68,20,28,58
5/24/2020,Metro Hospital,Wednesday,278,63,280,64,2,61,17,24,60
5/25/2020,Metro Hospital,Sunday,238,53,176,34,63,29,23,12,102
5/26/2020,Metro Hospital,Wednesday,174,33,135,32,41,29,45,17,98
5/27/2020,Metro Hospital,Saturday,226,41,207,41,22,30,46,26,80
5/28/2020,Metro Hospital,Tuesday,234,53,202,48,38,59,38,16,67
5/29/2020,Metro Hospital,Sunday,224,40,201,17,28,28,32,23,117
5/30/2020,Metro Hospital,Thursday,234,53,195,35,37,48,34,15,94
5/31/2020,Metro Hospital,Saturday,226,42,224,34,0,32,24,18,52
6/1/2020,Metro Hospital,Thursday,236,52,237,51,-1,42,29,29,109
6/2/2020,Metro Hospital,Wednesday,173,30,177,13,-1,50,21,17,90
6/3/2020,Metro Hospital,Thursday,281,60,173,38,104,38,39,14,81
6/4/2020,Metro Hospital,Tuesday,281,62,250,37,27,54,25,30,70
6/5/2020,Metro Hospital,Wednesday,280,62,257,34,24,52,48,31,106
6/6/2020,Metro Hospital,Tuesday,238,54,233,53,5,54,44,20,60
6/7/2020,Metro Hospital,Monday,236,54,236,48,2,32,21,31,79
6/8/2020,Metro Hospital,Wednesday,224,41,224,27,0,50,27,21,95
6/9/2020,Metro Hospital,Friday,279,62,282,21,-2,55,42,26,90
6/10/2020,Metro Hospital,Saturday,228,42,201,19,26,39,50,14,63
6/11/2020,Metro Hospital,Sunday,279,64,193,36,84,42,50,22,83
6/12/2020,Metro Hospital,Monday,226,39,216,24,7,40,38,17,75
6/13/2020,Metro Hospital,Wednesday,225,43,225,24,-1,52,24,15,87
6/14/2020,Metro Hospital,Thursday,226,43,182,34,42,23,54,30,101
6/15/2020,Metro Hospital,Sunday,280,64,275,42,3,22,29,33,96
6/16/2020,Metro Hospital,Saturday,176,33,174,30,2,36,32,27,50
6/17/2020,Metro Hospital,Friday,228,41,195,31,30,32,32,29,69
6/18/2020,Metro Hospital,Friday,280,61,278,35,1,46,47,27,116
6/19/2020,Metro Hospital,Friday,226,42,213,29,13,34,20,35,94
6/20/2020,Metro Hospital,Monday,176,31,173,31,-2,40,19,14,87
6/21/2020,Metro Hospital,Sunday,282,64,281,58,1,51,23,23,98
6/22/2020,Metro Hospital,Thursday,234,52,219,47,18,36,42,25,72
6/23/2020,Metro Hospital,Monday,177,30,176,22,-1,43,36,34,105
6/24/2020,Metro Hospital,Friday,176,29,175,10,-1,39,33,32,118
6/25/2020,Metro Hospital,Wednesday,176,32,176,29,0,40,32,18,104
6/26/2020,Metro Hospital,Thursday,174,29,174,13,2,61,23,20,53
6/27/2020,Metro Hospital,Thursday,238,54,232,40,4,44,38,30,57
6/28/2020,Metro Hospital,Saturday,280,64,266,32,14,28,41,29,56
6/29/2020,Metro Hospital,Friday,174,33,124,16,52,27,44,14,80
6/30/2020,Metro Hospital,Monday,224,40,228,25,-1,59,30,9,72
7/1/2020,Metro Hospital,Thursday,236,55,152,50,87,21,16,23,48
7/2/2020,Metro Hospital,Tuesday,176,31,175,19,1,35,34,13,115
7/3/2020,Metro Hospital,Monday,176,33,139,5,33,19,27,27,103
7/4/2020,Metro Hospital,Wednesday,234,51,234,47,2,39,16,32,107
7/5/2020,Metro Hospital,Saturday,237,52,217,37,18,36,38,23,58
7/6/2020,Metro Hospital,Friday,278,64,278,64,2,28,22,15,66
7/7/2020,Metro Hospital,Sunday,225,39,167,33,62,30,27,25,54
7/8/2020,Metro Hospital,Sunday,236,53,238,51,0,47,20,22,115
7/9/2020,Metro Hospital,Sunday,281,63,257,29,25,31,53,16,58
7/10/2020,Metro Hospital,Saturday,280,64,273,59,9,49,17,11,61
7/11/2020,Metro Hospital,Sunday,224,39,213,43,13,34,26,32,113
7/12/2020,Metro Hospital,Monday,234,51,207,53,31,27,40,10,82
7/13/2020,Metro Hospital,Friday,278,60,278,26,0,61,19,25,88
7/14/2020,Metro Hospital,Monday,176,33,177,18,2,41,36,32,101
7/15/2020,Metro Hospital,Tuesday,173,32,177,26,-1,34,24,23,93
7/16/2020,Metro Hospital,Thursday,176,32,135,11,41,40,44,17,106
7/17/2020,Metro Hospital,Wednesday,281,61,173,38,107,54,33,29,96
7/18/2020,Metro Hospital,Sunday,226,41,226,40,0,40,21,29,53
7/19/2020,Metro Hospital,Sunday,174,29,175,30,-2,70,13,22,61
7/20/2020,Metro Hospital,Monday,175,33,175,23,1,49,23,11,63
7/21/2020,Metro Hospital,Sunday,238,54,227,49,10,44,54,27,58
7/22/2020,Metro Hospital,Tuesday,238,51,215,35,23,42,45,18,70
7/23/2020,Metro Hospital,Monday,236,55,236,32,-2,42,22,10,112
7/24/2020,Metro Hospital,Thursday,226,39,225,28,-2,46,18,33,97
7/25/2020,Metro Hospital,Wednesday,176,33,173,30,-1,31,21,21,89
7/26/2020,Metro Hospital,Tuesday,225,39,179,31,45,27,53,33,91
7/27/2020,Metro Hospital,Tuesday,227,42,224,21,4,46,42,28,61
7/28/2020,Metro Hospital,Tuesday,237,51,194,41,44,50,50,11,80
7/29/2020,Metro Hospital,Monday,225,42,166,34,58,28,50,23,108
7/30/2020,Metro Hospital,Monday,225,40,228,31,0,69,20,15,82
7/31/2020,Metro Hospital,Monday,235,54,234,47,-1,33,20,34,80
8/1/2020,Metro Hospital,Wednesday,225,41,217,32,12,40,52,32,103
8/2/2020,Metro Hospital,Wednesday,227,40,201,34,23,22,42,27,97
8/3/2020,Metro Hospital,Sunday,176,32,176,29,-2,70,21,26,59
8/4/2020,Metro Hospital,Saturday,279,62,280,33,1,67,14,32,75
8/5/2020,Metro Hospital,Sunday,235,53,227,50,10,43,52,27,55
8/6/2020,Metro Hospital,Monday,227,43,218,31,8,35,31,33,61
8/7/2020,Metro Hospital,Thursday,280,63,264,58,19,32,48,23,101
8/8/2020,Metro Hospital,Monday,225,40,207,30,18,50,34,12,67
8/9/2020,Metro Hospital,Saturday,279,63,279,63,-2,54,20,22,113
8/10/2020,Metro Hospital,Tuesday,279,64,235,49,45,46,19,16,104
8/11/2020,Metro Hospital,Wednesday,176,29,176,32,1,40,30,19,103
8/12/2020,Metro Hospital,Tuesday,235,52,218,54,17,21,36,28,62
8/13/2020,Metro Hospital,Sunday,236,51,236,44,-1,56,32,30,69
8/14/2020,Metro Hospital,Tuesday,225,43,217,20,10,50,32,35,83
8/15/2020,Metro Hospital,Tuesday,235,51,216,31,20,22,46,17,100
8/16/2020,Metro Hospital,Friday,227,42,197,36,26,28,29,17,115
8/17/2020,Metro Hospital,Monday,281,64,282,14,1,59,18,14,106
8/18/2020,Metro Hospital,Friday,234,51,179,37,55,25,52,17,102
8/19/2020,Metro Hospital,Sunday,177,33,174,20,-1,37,16,24,105
8/20/2020,Metro Hospital,Wednesday,225,41,224,37,3,40,38,9,105
8/21/2020,Metro Hospital,Wednesday,238,55,237,54,0,33,17,21,81
8/22/2020,Metro Hospital,Tuesday,237,51,216,36,20,43,49,14,71
8/23/2020,Metro Hospital,Friday,281,63,280,25,-1,60,21,26,86
8/24/2020,Metro Hospital,Thursday,227,40,182,31,44,20,52,32,101
8/25/2020,Metro Hospital,Monday,227,43,212,40,13,29,32,32,61
8/26/2020,Metro Hospital,Friday,177,31,158,22,16,46,34,19,71
8/27/2020,Metro Hospital,Wednesday,235,55,180,53,53,28,31,14,99
8/28/2020,Metro Hospital,Wednesday,176,33,174,27,1,59,20,24,107
8/29/2020,Metro Hospital,Monday,235,55,202,40,35,53,51,26,89
8/30/2020,Metro Hospital,Monday,175,32,174,15,-2,57,16,28,85
8/31/2020,Metro Hospital,Wednesday,226,42,192,21,31,22,53,8,94
9/1/2020,Metro Hospital,Wednesday,281,63,278,15,1,30,15,15,109
9/2/2020,Metro Hospital,Thursday,175,31,173,28,0,48,25,22,107
9/3/2020,Metro Hospital,Tuesday,228,39,214,31,13,55,52,18,65
9/4/2020,Metro Hospital,Friday,234,54,234,36,3,47,18,24,60
9/5/2020,Metro Hospital,Sunday,225,42,224,30,-1,55,26,28,57
9/6/2020,Metro Hospital,Friday,236,53,237,47,1,46,44,21,68
9/7/2020,Metro Hospital,Monday,238,52,236,32,-1,42,23,12,109
9/8/2020,Metro Hospital,Saturday,225,39,225,27,2,34,28,33,68
9/9/2020,Metro Hospital,Tuesday,227,43,213,30,16,54,50,17,65
9/10/2020,Metro Hospital,Tuesday,175,33,177,29,1,36,23,23,94
9/11/2020,Metro Hospital,Monday,228,43,228,33,2,43,30,17,85
9/12/2020,Metro Hospital,Thursday,237,52,234,50,-1,41,29,28,108
9/13/2020,Metro Hospital,Tuesday,279,63,282,42,2,50,33,16,52
9/14/2020,Metro Hospital,Thursday,225,43,224,34,-1,58,43,8,115
9/15/2020,Metro Hospital,Sunday,282,62,280,52,2,34,35,21,117
9/16/2020,Metro Hospital,Sunday,225,42,226,36,3,31,32,17,70
9/17/2020,Metro Hospital,Wednesday,238,51,208,49,30,39,46,23,53
9/18/2020,Metro Hospital,Wednesday,278,63,282,34,2,59,36,20,115
9/19/2020,Metro Hospital,Friday,236,52,178,54,61,60,32,13,82
9/20/2020,Metro Hospital,Friday,280,60,279,25,0,58,21,23,89
9/21/2020,Metro Hospital,Wednesday,174,31,168,27,10,33,40,27,108
9/22/2020,Metro Hospital,Saturday,279,64,279,39,-1,55,46,31,56
9/23/2020,Metro Hospital,Friday,280,60,262,60,17,20,39,16,60
9/24/2020,Metro Hospital,Thursday,278,61,200,59,81,24,21,18,63
9/25/2020,Metro Hospital,Monday,278,60,278,37,0,35,31,31,121
9/26/2020,Metro Hospital,Sunday,225,43,228,39,-2,65,43,10,64
9/27/2020,Metro Hospital,Tuesday,226,43,228,41,-2,72,26,29,113
9/28/2020,Metro Hospital,Sunday,228,39,208,29,18,25,16,15,113
9/29/2020,Metro Hospital,Friday,279,63,282,22,-1,66,40,33,114
9/30/2020,Metro Hospital,Sunday,282,63,250,44,31,58,30,10,76
10/1/2020,Metro Hospital,Sunday,225,43,189,18,38,56,24,32,56
10/2/2020,Metro Hospital,Tuesday,237,51,231,52,2,53,44,21,56
10/3/2020,Metro Hospital,Saturday,236,51,234,44,2,42,30,21,103
10/4/2020,Metro Hospital,Tuesday,226,39,225,31,-2,50,36,17,57
10/5/2020,Metro Hospital,Monday,282,61,258,61,21,53,46,14,74
10/6/2020,Metro Hospital,Tuesday,227,43,213,36,17,47,34,31,65
10/7/2020,Metro Hospital,Saturday,282,61,282,39,0,57,46,30,55
10/8/2020,Metro Hospital,Monday,279,60,278,28,-1,53,35,28,73
10/9/2020,Metro Hospital,Tuesday,224,43,181,27,47,28,55,29,90
10/10/2020,Metro Hospital,Wednesday,228,42,185,32,41,18,28,21,100
10/11/2020,Metro Hospital,Monday,279,61,185,51,98,23,41,33,88
10/12/2020,Metro Hospital,Thursday,225,43,189,37,34,52,30,17,69
10/13/2020,Metro Hospital,Wednesday,225,40,209,22,17,33,44,18,50
10/14/2020,Metro Hospital,Thursday,234,54,151,49,85,22,18,25,52
10/15/2020,Metro Hospital,Sunday,278,63,280,25,2,62,17,15,113
10/16/2020,Metro Hospital,Wednesday,227,42,219,22,8,54,49,16,105
10/17/2020,Metro Hospital,Wednesday,177,33,131,25,48,33,34,32,66
10/18/2020,Metro Hospital,Monday,237,51,219,42,13,42,41,17,68
10/19/2020,Metro Hospital,Tuesday,236,54,238,55,2,70,26,24,75
10/20/2020,Metro Hospital,Friday,238,55,179,37,57,27,52,14,104
10/21/2020,Metro Hospital,Sunday,282,61,215,28,68,27,34,9,116
10/22/2020,Metro Hospital,Sunday,235,54,227,51,10,21,33,34,106
10/23/2020,Metro Hospital,Saturday,281,61,267,59,11,57,50,18,54
10/24/2020,Metro Hospital,Sunday,278,61,253,63,25,21,37,33,86
10/25/2020,Metro Hospital,Wednesday,175,31,130,28,46,34,33,33,66
10/26/2020,Metro Hospital,Monday,226,41,228,28,1,65,20,14,81
10/27/2020,Metro Hospital,Saturday,228,42,228,39,1,51,26,27,65
10/28/2020,Metro Hospital,Saturday,173,32,166,14,12,31,41,19,77
10/29/2020,Metro Hospital,Wednesday,224,42,191,21,34,23,52,11,95
10/30/2020,Metro Hospital,Wednesday,176,32,127,27,44,35,33,32,64
10/31/2020,Metro Hospital,Thursday,177,29,173,21,-2,67,18,26,56
11/1/2020,Metro Hospital,Tuesday,224,39,224,36,0,69,22,32,94
11/2/2020,Metro Hospital,Monday,280,61,277,32,3,39,40,11,64
11/3/2020,Metro Hospital,Sunday,235,53,176,36,62,31,23,13,100
11/4/2020,Metro Hospital,Friday,224,40,201,41,28,42,47,11,116
11/5/2020,Metro Hospital,Saturday,282,63,278,36,1,56,46,29,55
11/6/2020,Metro Hospital,Friday,278,64,260,60,20,22,39,16,59
11/7/2020,Metro Hospital,Friday,235,53,202,36,36,46,42,21,74
11/8/2020,Metro Hospital,Friday,225,41,224,43,-1,48,29,9,110
11/9/2020,Metro Hospital,Saturday,176,30,95,12,78,19,45,31,55
11/10/2020,Metro Hospital,Saturday,175,33,176,29,2,34,35,25,48
11/11/2020,Metro Hospital,Tuesday,228,42,180,27,46,25,53,29,91
11/12/2020,Metro Hospital,Saturday,224,41,226,34,1,33,20,17,53
11/13/2020,Metro Hospital,Thursday,228,39,188,35,35,51,30,16,70
11/14/2020,Metro Hospital,Sunday,227,39,188,20,37,59,22,31,53
11/15/2020,Metro Hospital,Thursday,237,51,237,54,1,59,27,29,99
11/16/2020,Metro Hospital,Sunday,279,63,281,13,-1,64,41,24,61
11/17/2020,Metro Hospital,Saturday,235,54,235,52,-1,57,52,14,70
11/18/2020,Metro Hospital,Friday,279,60,189,37,92,63,45,19,98
11/19/2020,Metro Hospital,Thursday,175,30,142,30,30,21,53,11,116
11/20/2020,Metro Hospital,Saturday,175,29,144,22,33,23,54,22,116
11/21/2020,Metro Hospital,Wednesday,238,54,183,40,57,60,33,12,63
11/22/2020,Metro Hospital,Monday,225,41,219,32,8,37,31,34,65
11/23/2020,Metro Hospital,Friday,280,62,227,36,52,21,26,19,58
11/24/2020,Metro Hospital,Friday,281,60,279,35,-1,33,33,11,103
11/25/2020,Metro Hospital,Friday,228,41,227,20,1,55,36,17,70
11/26/2020,Metro Hospital,Thursday,177,32,154,32,20,42,38,11,102
11/27/2020,Metro Hospital,Monday,235,51,217,48,17,44,54,27,56
11/28/2020,Metro Hospital,Sunday,224,41,178,29,45,51,44,34,100
11/29/2020,Metro Hospital,Saturday,174,29,134,8,41,27,38,15,101
11/30/2020,Metro Hospital,Thursday,227,42,218,24,9,29,24,31,95
12/1/2020,Metro Hospital,Wednesday,282,60,172,40,105,54,33,30,96
12/2/2020,Metro Hospital,Sunday,176,29,150,22,24,33,28,19,62
12/3/2020,Metro Hospital,Sunday,173,29,175,32,0,60,29,24,104
12/4/2020,Metro Hospital,Tuesday,281,62,272,62,11,38,17,29,60
12/5/2020,Metro Hospital,Wednesday,235,53,235,52,1,28,24,28,65
12/6/2020,Metro Hospital,Thursday,282,63,280,34,1,49,40,12,102
12/7/2020,Metro Hospital,Friday,227,43,220,39,7,22,19,28,96
12/8/2020,Metro Hospital,Saturday,228,40,225,32,-1,34,23,17,100
12/9/2020,Metro Hospital,Friday,228,43,209,29,16,36,18,36,96
12/10/2020,Metro Hospital,Friday,238,52,201,37,34,47,40,22,71
12/11/2020,Metro Hospital,Monday,279,62,280,25,0,59,38,32,83
12/12/2020,Metro Hospital,Monday,234,54,218,46,17,44,51,27,55
12/13/2020,Metro Hospital,Tuesday,173,31,126,4,51,26,40,24,69
12/14/2020,Metro Hospital,Wednesday,174,32,147,2,30,43,19,29,54
12/15/2020,Metro Hospital,Monday,227,40,194,15,30,46,42,20,61
12/16/2020,Metro Hospital,Sunday,237,53,223,53,13,43,55,17,71
