date,total_beds,icu_beds,occupied_beds,occupied_icu_beds,available_beds,admissions,discharges,emergency_cases,staff_available,icu_utilization_check,lag_1,lag_2,rolling_mean_3,occupancy_rate,icu_utilization,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,target
2019-08-13,236,53,236,42,0,37,18,19,53,0.7924528301886793,236.0,219.0,230.33333333333334,1.0,0.7924528301886793,False,False,False,False,False,True,236.0
2019-08-14,236,53,236,45,0,24,24,32,100,0.8490566037735849,236.0,236.0,236.0,1.0,0.8490566037735849,False,False,False,True,False,False,220.0
2019-08-15,236,53,220,42,16,32,48,14,113,0.7924528301886793,236.0,236.0,230.66666666666666,0.9322033898305084,0.7924528301886793,False,False,False,False,False,False,217.0
2019-08-16,236,53,217,38,19,34,37,21,58,0.7169811320754716,220.0,236.0,224.33333333333334,0.9194915254237288,0.7169811320754716,False,True,False,False,False,False,204.0
2019-08-17,236,53,204,41,32,30,43,21,97,0.7735849056603774,217.0,220.0,213.66666666666666,0.864406779661017,0.7735849056603774,False,False,True,False,False,False,189.0
2019-08-18,236,53,189,39,47,34,49,11,73,0.7358490566037735,204.0,217.0,203.33333333333334,0.8008474576271186,0.7358490566037735,True,False,False,False,False,False,191.0
2019-08-19,236,53,191,38,45,33,31,25,62,0.7169811320754716,189.0,204.0,194.66666666666666,0.809322033898305,0.7169811320754716,False,False,False,False,True,False,190.0
2019-08-20,236,53,190,42,46,32,33,34,56,0.7924528301886793,191.0,189.0,190.0,0.8050847457627118,0.7924528301886793,False,False,False,False,False,True,203.0
2019-08-21,236,53,203,39,33,28,15,18,66,0.7358490566037735,190.0,191.0,194.66666666666666,0.8601694915254238,0.7358490566037735,False,False,False,True,False,False,187.0
2019-08-22,236,53,187,36,49,28,44,29,113,0.6792452830188679,203.0,190.0,193.33333333333334,0.7923728813559322,0.6792452830188679,False,False,False,False,False,False,206.0
2019-08-23,236,53,206,32,30,39,20,23,64,0.6037735849056604,187.0,203.0,198.66666666666666,0.8728813559322034,0.6037735849056604,False,True,False,False,False,False,181.0
2019-08-24,226,41,181,26,45,56,41,19,111,0.6341463414634146,206.0,187.0,191.33333333333334,0.8008849557522124,0.6341463414634146,False,False,False,False,False,True,198.0
2019-08-25,226,41,198,22,28,37,20,29,86,0.5365853658536586,181.0,206.0,195.0,0.8761061946902655,0.5365853658536586,False,False,False,True,False,False,226.0
2019-08-26,226,41,226,22,0,70,35,11,56,0.5365853658536586,198.0,181.0,201.66666666666666,1.0,0.5365853658536586,False,False,False,False,False,False,210.0
2019-08-27,226,41,210,18,16,24,40,34,52,0.43902439024390244,226.0,198.0,211.33333333333334,0.9292035398230089,0.43902439024390244,False,True,False,False,False,False,226.0
2019-08-28,226,41,226,21,0,42,20,28,105,0.5121951219512195,210.0,226.0,220.66666666666666,1.0,0.5121951219512195,False,False,True,False,False,False,226.0
2019-08-29,226,41,226,18,0,66,16,26,53,0.43902439024390244,226.0,210.0,220.66666666666666,1.0,0.43902439024390244,True,False,False,False,False,False,226.0
2019-08-30,226,41,226,23,0,66,50,22,71,0.5609756097560976,226.0,226.0,226.0,1.0,0.5609756097560976,False,False,False,False,True,False,211.0
2019-08-31,226,41,211,22,15,31,46,19,51,0.5365853658536586,226.0,226.0,221.0,0.9336283185840708,0.5365853658536586,False,False,False,False,False,True,217.0
2019-09-01,226,41,217,22,9,28,22,33,96,0.5365853658536586,211.0,226.0,218.0,0.9601769911504425,0.5365853658536586,False,False,False,True,False,False,226.0
2019-09-02,226,41,226,18,0,57,34,18,72,0.43902439024390244,217.0,211.0,218.0,1.0,0.43902439024390244,False,False,False,False,False,False,226.0
2019-09-03,226,41,226,23,0,48,29,23,68,0.5609756097560976,226.0,217.0,223.0,1.0,0.5609756097560976,False,True,False,False,False,False,226.0
2019-09-04,226,41,226,28,0,63,28,29,86,0.6829268292682927,226.0,226.0,226.0,1.0,0.6829268292682927,False,False,True,False,False,False,226.0
2019-09-05,226,41,226,29,0,67,18,15,83,0.7073170731707317,226.0,226.0,226.0,1.0,0.7073170731707317,True,False,False,False,False,False,226.0
2019-09-06,226,41,226,31,0,55,35,31,97,0.7560975609756098,226.0,226.0,226.0,1.0,0.7560975609756098,False,False,False,False,True,False,216.0
2019-09-07,226,41,216,31,10,43,53,17,117,0.7560975609756098,226.0,226.0,222.66666666666666,0.9557522123893806,0.7560975609756098,False,False,False,False,False,True,226.0
2019-09-08,226,41,226,32,0,61,50,30,73,0.7804878048780488,216.0,226.0,222.66666666666666,1.0,0.7804878048780488,False,False,False,True,False,False,226.0
2019-09-09,226,41,226,35,0,68,39,20,50,0.8536585365853658,226.0,216.0,222.66666666666666,1.0,0.8536585365853658,False,False,False,False,False,False,226.0
2019-09-10,226,41,226,37,0,51,21,29,54,0.9024390243902439,226.0,226.0,226.0,1.0,0.9024390243902439,False,True,False,False,False,False,226.0
2019-09-11,226,41,226,37,0,68,30,15,103,0.9024390243902439,226.0,226.0,226.0,1.0,0.9024390243902439,False,False,True,False,False,False,226.0
2019-09-12,226,41,226,33,0,44,31,15,85,0.8048780487804879,226.0,226.0,226.0,1.0,0.8048780487804879,True,False,False,False,False,False,226.0
2019-09-13,226,41,226,30,0,57,54,21,114,0.7317073170731707,226.0,226.0,226.0,1.0,0.7317073170731707,False,False,False,False,True,False,205.0
2019-09-14,226,41,205,33,21,24,45,10,69,0.8048780487804879,226.0,226.0,219.0,0.9070796460176991,0.8048780487804879,False,False,False,False,False,True,226.0
2019-09-15,226,41,226,36,0,70,35,24,52,0.8780487804878049,205.0,226.0,219.0,1.0,0.8780487804878049,False,False,False,True,False,False,226.0
2019-09-16,226,41,226,39,0,55,31,33,80,0.9512195121951219,226.0,205.0,219.0,1.0,0.9512195121951219,False,False,False,False,False,False,226.0
2019-09-17,226,41,226,41,0,51,28,27,65,1.0,226.0,226.0,226.0,1.0,1.0,False,True,False,False,False,False,221.0
2019-09-18,226,41,221,41,5,40,45,33,100,1.0,226.0,226.0,224.33333333333334,0.9778761061946902,1.0,False,False,True,False,False,False,214.0
2019-09-19,226,41,214,41,12,33,40,19,52,1.0,221.0,226.0,220.33333333333334,0.9469026548672567,1.0,True,False,False,False,False,False,226.0
2019-09-20,226,41,226,41,0,70,25,30,112,1.0,214.0,221.0,220.33333333333334,1.0,1.0,False,False,False,False,True,False,226.0
2019-09-21,226,41,226,37,0,46,38,17,67,0.9024390243902439,226.0,214.0,222.0,1.0,0.9024390243902439,False,False,False,False,False,True,226.0
2019-09-22,226,41,226,41,0,62,53,25,50,1.0,226.0,226.0,226.0,1.0,1.0,False,False,False,True,False,False,226.0
2019-09-23,226,41,226,40,0,45,45,33,67,0.975609756097561,226.0,226.0,226.0,1.0,0.975609756097561,False,False,False,False,False,False,226.0
2019-09-24,226,41,226,41,0,64,29,12,55,1.0,226.0,226.0,226.0,1.0,1.0,False,True,False,False,False,False,226.0
2019-09-25,226,41,226,37,0,66,43,11,65,0.9024390243902439,226.0,226.0,226.0,1.0,0.9024390243902439,False,False,True,False,False,False,226.0
2019-09-26,226,41,226,39,0,45,36,33,86,0.9512195121951219,226.0,226.0,226.0,1.0,0.9512195121951219,True,False,False,False,False,False,226.0
2019-09-27,226,41,226,40,0,66,27,12,56,0.975609756097561,226.0,226.0,226.0,1.0,0.975609756097561,False,False,False,False,True,False,217.0
2019-09-28,226,41,217,41,9,36,45,11,116,1.0,226.0,226.0,223.0,0.9601769911504425,1.0,False,False,False,False,False,True,226.0
2019-09-29,226,41,226,38,0,52,16,12,92,0.926829268292683,217.0,226.0,223.0,1.0,0.926829268292683,False,False,False,True,False,False,226.0
2019-09-30,226,41,226,41,0,48,27,10,109,1.0,226.0,217.0,223.0,1.0,1.0,False,False,False,False,False,False,226.0
2019-10-01,226,41,226,39,0,46,28,24,105,0.9512195121951219,226.0,226.0,226.0,1.0,0.9512195121951219,False,True,False,False,False,False,224.0
2019-10-02,226,41,224,36,2,31,33,16,68,0.8780487804878049,226.0,226.0,225.33333333333334,0.9911504424778761,0.8780487804878049,False,False,True,False,False,False,226.0
2019-10-03,226,41,226,34,0,68,36,18,65,0.8292682926829268,224.0,226.0,225.33333333333334,1.0,0.8292682926829268,True,False,False,False,False,False,226.0
2019-10-04,226,41,226,36,0,69,20,33,92,0.8780487804878049,226.0,224.0,225.33333333333334,1.0,0.8780487804878049,False,False,False,False,True,False,215.0
2019-10-05,226,41,215,33,11,42,53,32,101,0.8048780487804879,226.0,226.0,222.33333333333334,0.9513274336283186,0.8048780487804879,False,False,False,False,False,True,226.0
2019-10-06,226,41,226,29,0,50,18,32,92,0.7073170731707317,215.0,226.0,222.33333333333334,1.0,0.7073170731707317,False,False,False,True,False,False,225.0
2019-10-07,226,41,225,25,1,50,51,13,100,0.6097560975609756,226.0,215.0,222.0,0.995575221238938,0.6097560975609756,False,False,False,False,False,False,226.0
2019-10-08,226,41,226,25,0,32,28,31,70,0.6097560975609756,225.0,226.0,225.66666666666666,1.0,0.6097560975609756,False,True,False,False,False,False,226.0
2019-10-09,226,41,226,23,0,46,21,14,112,0.5609756097560976,226.0,225.0,225.66666666666666,1.0,0.5609756097560976,False,False,True,False,False,False,226.0
2019-10-10,226,41,226,27,0,61,30,10,70,0.6585365853658537,226.0,226.0,226.0,1.0,0.6585365853658537,True,False,False,False,False,False,226.0
2019-10-11,226,41,226,31,0,48,38,15,56,0.7560975609756098,226.0,226.0,226.0,1.0,0.7560975609756098,False,False,False,False,True,False,226.0
2019-10-12,226,41,226,33,0,48,28,30,112,0.8048780487804879,226.0,226.0,226.0,1.0,0.8048780487804879,False,False,False,False,False,True,226.0
2019-10-13,226,41,226,38,0,38,18,14,91,0.926829268292683,226.0,226.0,226.0,1.0,0.926829268292683,False,False,False,True,False,False,226.0
2019-10-14,226,41,226,41,0,54,43,13,71,1.0,226.0,226.0,226.0,1.0,1.0,False,False,False,False,False,False,221.0
2019-10-15,226,41,221,41,5,30,35,20,54,1.0,226.0,226.0,224.33333333333334,0.9778761061946902,1.0,False,True,False,False,False,False,212.0
2019-10-16,226,41,212,38,14,28,37,14,79,0.926829268292683,221.0,226.0,219.66666666666666,0.9380530973451328,0.926829268292683,False,False,True,False,False,False,212.0
2019-10-17,226,41,212,38,14,31,31,31,59,0.926829268292683,212.0,221.0,215.0,0.9380530973451328,0.926829268292683,True,False,False,False,False,False,199.0
2019-10-18,226,41,199,37,27,34,47,10,112,0.9024390243902439,212.0,212.0,207.66666666666666,0.8805309734513275,0.9024390243902439,False,False,False,False,True,False,202.0
2019-10-19,226,41,202,34,24,44,41,18,82,0.8292682926829268,199.0,212.0,204.33333333333334,0.8938053097345132,0.8292682926829268,False,False,False,False,False,True,213.0
2019-10-20,226,41,213,31,13,36,25,23,82,0.7560975609756098,202.0,199.0,204.66666666666666,0.9424778761061947,0.7560975609756098,False,False,False,True,False,False,226.0
2019-10-21,226,41,226,29,0,52,37,14,110,0.7073170731707317,213.0,202.0,213.66666666666666,1.0,0.7073170731707317,False,False,False,False,False,False,226.0
2019-10-22,226,41,226,32,0,32,22,16,98,0.7804878048780488,226.0,213.0,221.66666666666666,1.0,0.7804878048780488,False,True,False,False,False,False,206.0
2019-10-23,226,41,206,30,20,28,48,32,58,0.7317073170731707,226.0,226.0,219.33333333333334,0.911504424778761,0.7317073170731707,False,False,True,False,False,False,216.0
2019-10-24,226,41,216,31,10,28,18,23,110,0.7560975609756098,206.0,226.0,216.0,0.9557522123893806,0.7560975609756098,True,False,False,False,False,False,193.0
2019-10-25,226,41,193,29,33,22,45,20,69,0.7073170731707317,216.0,206.0,205.0,0.8539823008849557,0.7073170731707317,False,False,False,False,True,False,184.0
2019-10-26,226,41,184,33,42,20,29,23,98,0.8048780487804879,193.0,216.0,197.66666666666666,0.8141592920353983,0.8048780487804879,False,False,False,False,False,True,169.0
2019-10-27,226,41,169,33,57,21,36,34,95,0.8048780487804879,184.0,193.0,182.0,0.7477876106194691,0.8048780487804879,False,False,False,True,False,False,188.0
2019-10-28,226,41,188,36,38,35,16,15,57,0.8780487804878049,169.0,184.0,180.33333333333334,0.831858407079646,0.8780487804878049,False,False,False,False,False,False,173.0
2019-10-29,226,41,173,38,53,37,52,21,93,0.926829268292683,188.0,169.0,176.66666666666666,0.7654867256637168,0.926829268292683,False,True,False,False,False,False,154.0
2019-10-30,226,41,154,37,72,33,52,14,86,0.9024390243902439,173.0,188.0,171.66666666666666,0.6814159292035398,0.9024390243902439,False,False,True,False,False,False,171.0
2019-10-31,226,41,171,37,55,32,15,18,98,0.9024390243902439,154.0,173.0,166.0,0.7566371681415929,0.9024390243902439,True,False,False,False,False,False,168.0
2019-11-01,226,41,168,38,58,24,27,33,59,0.926829268292683,171.0,154.0,164.33333333333334,0.7433628318584071,0.926829268292683,False,False,False,False,True,False,166.0
2019-11-02,226,41,166,37,60,35,37,32,91,0.9024390243902439,168.0,171.0,168.33333333333334,0.7345132743362832,0.9024390243902439,False,False,False,False,False,True,190.0
2019-11-03,226,41,190,35,36,52,28,16,70,0.8536585365853658,166.0,168.0,174.66666666666666,0.8407079646017699,0.8536585365853658,False,False,False,True,False,False,185.0
2019-11-04,226,41,185,31,41,41,46,13,81,0.7560975609756098,190.0,166.0,180.33333333333334,0.8185840707964602,0.7560975609756098,False,False,False,False,False,False,166.0
2019-11-05,226,41,166,33,60,27,46,20,118,0.8048780487804879,185.0,190.0,180.33333333333334,0.7345132743362832,0.8048780487804879,False,True,False,False,False,False,165.0
2019-11-06,226,41,165,34,61,28,29,23,53,0.8292682926829268,166.0,185.0,172.0,0.7300884955752213,0.8292682926829268,False,False,True,False,False,False,199.0
2019-11-07,226,41,199,34,27,49,15,26,67,0.8292682926829268,165.0,166.0,176.66666666666666,0.8805309734513275,0.8292682926829268,True,False,False,False,False,False,211.0
2019-11-08,226,41,211,34,15,46,34,33,67,0.8292682926829268,199.0,165.0,191.66666666666666,0.9336283185840708,0.8292682926829268,False,False,False,False,True,False,217.0
2019-11-09,226,41,217,34,9,43,37,20,98,0.8292682926829268,211.0,199.0,209.0,0.9601769911504425,0.8292682926829268,False,False,False,False,False,True,202.0
2019-11-10,226,41,202,33,24,21,36,21,83,0.8048780487804879,217.0,211.0,210.0,0.8938053097345132,0.8048780487804879,False,False,False,True,False,False,195.0
2019-11-11,226,41,195,30,31,24,31,33,59,0.7317073170731707,202.0,217.0,204.66666666666666,0.8628318584070797,0.7317073170731707,False,False,False,False,False,False,212.0
2019-11-12,226,41,212,27,14,49,32,32,113,0.6585365853658537,195.0,202.0,203.0,0.9380530973451328,0.6585365853658537,False,True,False,False,False,False,226.0
2019-11-13,226,41,226,31,0,55,27,26,59,0.7560975609756098,212.0,195.0,211.0,1.0,0.7560975609756098,False,False,True,False,False,False,209.0
2019-11-14,226,41,209,32,17,20,37,17,65,0.7804878048780488,226.0,212.0,215.66666666666666,0.9247787610619469,0.7804878048780488,True,False,False,False,False,False,181.0
2019-11-15,226,41,181,29,45,26,54,31,90,0.7073170731707317,209.0,226.0,205.33333333333334,0.8008849557522124,0.7073170731707317,False,False,False,False,True,False,179.0
2019-11-16,226,41,179,25,47,20,22,22,95,0.6097560975609756,181.0,209.0,189.66666666666666,0.7920353982300885,0.6097560975609756,False,False,False,False,False,True,181.0
2019-11-17,226,41,181,22,45,47,45,29,111,0.5365853658536586,179.0,181.0,180.33333333333334,0.8008849557522124,0.5365853658536586,False,False,False,True,False,False,181.0
2019-11-18,226,41,181,26,45,28,28,31,87,0.6341463414634146,181.0,179.0,180.33333333333334,0.8008849557522124,0.6341463414634146,False,False,False,False,False,False,161.0
2019-11-19,226,41,161,24,65,24,44,10,52,0.5853658536585366,181.0,181.0,174.33333333333334,0.7123893805309734,0.5853658536585366,False,True,False,False,False,False,181.0
2019-11-20,226,41,181,26,45,41,21,10,109,0.6341463414634146,161.0,181.0,174.33333333333334,0.8008849557522124,0.6341463414634146,False,False,True,False,False,False,196.0
2019-11-21,226,41,196,22,30,56,41,17,97,0.5365853658536586,181.0,161.0,179.33333333333334,0.8672566371681416,0.5365853658536586,True,False,False,False,False,False,215.0
2019-11-22,226,41,215,20,11,50,31,33,84,0.4878048780487805,196.0,181.0,197.33333333333334,0.9513274336283186,0.4878048780487805,False,False,False,False,True,False,220.0
2019-11-23,226,41,220,23,6,56,51,18,105,0.5609756097560976,215.0,196.0,210.33333333333334,0.9734513274336283,0.5609756097560976,False,False,False,False,False,True,221.0
2019-11-24,226,41,221,26,5,43,42,23,97,0.6341463414634146,220.0,215.0,218.66666666666666,0.9778761061946902,0.6341463414634146,False,False,False,True,False,False,226.0
2019-11-25,226,41,226,27,0,50,20,22,72,0.6585365853658537,221.0,220.0,222.33333333333334,1.0,0.6585365853658537,False,False,False,False,False,False,226.0
2019-11-26,226,41,226,25,0,56,50,16,103,0.6097560975609756,226.0,221.0,224.33333333333334,1.0,0.6097560975609756,False,True,False,False,False,False,226.0
2019-11-27,226,41,226,23,0,59,37,22,79,0.5609756097560976,226.0,226.0,226.0,1.0,0.5609756097560976,False,False,True,False,False,False,226.0
2019-11-28,226,41,226,24,0,47,19,30,70,0.5853658536585366,226.0,226.0,226.0,1.0,0.5853658536585366,True,False,False,False,False,False,226.0
2019-11-29,226,41,226,20,0,54,22,28,98,0.4878048780487805,226.0,226.0,226.0,1.0,0.4878048780487805,False,False,False,False,True,False,193.0
2019-11-30,226,41,193,19,33,21,54,10,96,0.4634146341463415,226.0,226.0,215.0,0.8539823008849557,0.4634146341463415,False,False,False,False,False,True,195.0
2019-12-01,226,41,195,17,31,47,45,16,54,0.4146341463414634,193.0,226.0,204.66666666666666,0.8628318584070797,0.4146341463414634,False,False,False,True,False,False,211.0
2019-12-02,226,41,211,21,15,49,33,15,85,0.5121951219512195,195.0,193.0,199.66666666666666,0.9336283185840708,0.5121951219512195,False,False,False,False,False,False,200.0
2019-12-03,226,41,200,20,26,41,52,16,62,0.4878048780487805,211.0,195.0,202.0,0.8849557522123894,0.4878048780487805,False,True,False,False,False,False,200.0
2019-12-04,226,41,200,17,26,30,30,22,117,0.4146341463414634,200.0,211.0,203.66666666666666,0.8849557522123894,0.4146341463414634,False,False,True,False,False,False,211.0
2019-12-05,226,41,211,16,15,31,20,27,56,0.3902439024390244,200.0,200.0,203.66666666666666,0.9336283185840708,0.3902439024390244,True,False,False,False,False,False,224.0
2019-12-06,226,41,224,17,2,28,15,15,71,0.4146341463414634,211.0,200.0,211.66666666666666,0.9911504424778761,0.4146341463414634,False,False,False,False,True,False,205.0
2019-12-07,226,41,205,19,21,24,43,23,83,0.4634146341463415,224.0,211.0,213.33333333333334,0.9070796460176991,0.4634146341463415,False,False,False,False,False,True,188.0
2019-12-08,226,41,188,21,38,27,44,10,84,0.5121951219512195,205.0,224.0,205.66666666666666,0.831858407079646,0.5121951219512195,False,False,False,True,False,False,174.0
2019-12-09,226,41,174,23,52,33,47,28,73,0.5609756097560976,188.0,205.0,189.0,0.7699115044247787,0.5609756097560976,False,False,False,False,False,False,156.0
2019-12-10,226,41,156,23,70,26,44,21,95,0.5609756097560976,174.0,188.0,172.66666666666666,0.6902654867256637,0.5609756097560976,False,True,False,False,False,False,189.0
2019-12-11,226,41,189,19,37,57,24,33,54,0.4634146341463415,156.0,174.0,173.0,0.8362831858407079,0.4634146341463415,False,False,True,False,False,False,194.0
2019-12-12,226,41,194,15,32,47,42,18,59,0.36585365853658536,189.0,156.0,179.66666666666666,0.8584070796460177,0.36585365853658536,True,False,False,False,False,False,204.0
2019-12-13,226,41,204,18,22,42,32,22,59,0.43902439024390244,194.0,189.0,195.66666666666666,0.9026548672566371,0.43902439024390244,False,False,False,False,True,False,208.0
2019-12-14,226,41,208,18,18,26,22,15,59,0.43902439024390244,204.0,194.0,202.0,0.9203539823008849,0.43902439024390244,False,False,False,False,False,True,202.0
2019-12-15,226,41,202,16,24,38,44,19,69,0.3902439024390244,208.0,204.0,204.66666666666666,0.8938053097345132,0.3902439024390244,False,False,False,True,False,False,226.0
2019-12-16,226,41,226,21,0,58,26,22,109,0.5121951219512195,202.0,208.0,212.0,1.0,0.5121951219512195,False,False,False,False,False,False,226.0
2019-12-17,226,41,226,19,0,33,22,15,113,0.4634146341463415,226.0,202.0,218.0,1.0,0.4634146341463415,False,True,False,False,False,False,226.0
2019-12-18,226,41,226,23,0,26,26,17,80,0.5609756097560976,226.0,226.0,226.0,1.0,0.5609756097560976,False,False,True,False,False,False,226.0
2019-12-19,226,41,226,23,0,59,42,31,84,0.5609756097560976,226.0,226.0,226.0,1.0,0.5609756097560976,True,False,False,False,False,False,226.0
2019-12-20,226,41,226,22,0,31,18,18,74,0.5365853658536586,226.0,226.0,226.0,1.0,0.5365853658536586,False,False,False,False,True,False,226.0
2019-12-21,226,41,226,24,0,51,24,16,88,0.5853658536585366,226.0,226.0,226.0,1.0,0.5853658536585366,False,False,False,False,False,True,226.0
2019-12-22,226,41,226,25,0,56,31,34,108,0.6097560975609756,226.0,226.0,226.0,1.0,0.6097560975609756,False,False,False,True,False,False,226.0
2019-12-23,226,41,226,22,0,54,45,15,98,0.5365853658536586,226.0,226.0,226.0,1.0,0.5365853658536586,False,False,False,False,False,False,226.0
2019-12-24,226,41,226,26,0,37,22,22,119,0.6341463414634146,226.0,226.0,226.0,1.0,0.6341463414634146,False,True,False,False,False,False,216.0
2019-12-25,226,41,216,25,10,28,38,13,61,0.6097560975609756,226.0,226.0,222.66666666666666,0.9557522123893806,0.6097560975609756,False,False,True,False,False,False,218.0
2019-12-26,226,41,218,24,8,40,38,15,75,0.5853658536585366,216.0,226.0,220.0,0.9646017699115044,0.5853658536585366,True,False,False,False,False,False,224.0
2019-12-27,226,41,224,21,2,47,41,29,63,0.5121951219512195,218.0,216.0,219.33333333333334,0.9911504424778761,0.5121951219512195,False,False,False,False,True,False,226.0
2019-12-28,226,41,226,25,0,52,29,20,96,0.6097560975609756,224.0,218.0,222.66666666666666,1.0,0.6097560975609756,False,False,False,False,False,True,226.0
2019-12-29,226,41,226,29,0,48,19,32,97,0.7073170731707317,226.0,224.0,225.33333333333334,1.0,0.7073170731707317,False,False,False,True,False,False,226.0
2019-12-30,226,41,226,31,0,58,50,34,102,0.7560975609756098,226.0,226.0,226.0,1.0,0.7560975609756098,False,False,False,False,False,False,226.0
2019-12-31,226,41,226,36,0,34,22,18,54,0.8780487804878049,226.0,226.0,226.0,1.0,0.8780487804878049,False,True,False,False,False,False,226.0
2020-01-01,226,41,226,39,0,47,22,34,81,0.9512195121951219,226.0,226.0,226.0,1.0,0.9512195121951219,False,False,True,False,False,False,226.0
2020-01-02,226,41,226,41,0,42,26,29,86,1.0,226.0,226.0,226.0,1.0,1.0,True,False,False,False,False,False,226.0
2020-01-03,226,41,226,41,0,28,21,17,54,1.0,226.0,226.0,226.0,1.0,1.0,False,False,False,False,True,False,224.0
2020-01-04,226,41,224,39,2,38,40,10,103,0.9512195121951219,226.0,226.0,225.33333333333334,0.9911504424778761,0.9512195121951219,False,False,False,False,False,True,207.0
2020-01-05,226,41,207,39,19,29,46,23,79,0.9512195121951219,224.0,226.0,219.0,0.915929203539823,0.9512195121951219,False,False,False,True,False,False,200.0
2020-01-06,226,41,200,41,26,41,48,10,118,1.0,207.0,224.0,210.33333333333334,0.8849557522123894,1.0,False,False,False,False,False,False,183.0
2020-01-07,226,41,183,41,43,35,52,24,55,1.0,200.0,207.0,196.66666666666666,0.8097345132743363,1.0,False,True,False,False,False,False,192.0
2020-01-08,226,41,192,37,34,57,48,17,64,0.9024390243902439,183.0,200.0,191.66666666666666,0.8495575221238938,0.9024390243902439,False,False,True,False,False,False,166.0
2020-01-09,226,41,166,34,60,26,52,22,108,0.8292682926829268,192.0,183.0,180.33333333333334,0.7345132743362832,0.8292682926829268,True,False,False,False,False,False,169.0
2020-01-10,226,41,169,33,57,49,46,16,98,0.8048780487804879,166.0,192.0,175.66666666666666,0.7477876106194691,0.8048780487804879,False,False,False,False,True,False,201.0
2020-01-11,226,41,201,34,25,54,22,14,109,0.8292682926829268,169.0,166.0,178.66666666666666,0.8893805309734514,0.8292682926829268,False,False,False,False,False,True,203.0
2020-01-12,226,41,203,35,23,42,40,32,72,0.8536585365853658,201.0,169.0,191.0,0.8982300884955752,0.8536585365853658,False,False,False,True,False,False,199.0
2020-01-13,226,41,199,34,27,26,30,18,113,0.8292682926829268,203.0,201.0,201.0,0.8805309734513275,0.8292682926829268,False,False,False,False,False,False,200.0
2020-01-14,226,41,200,33,26,30,29,24,82,0.8048780487804879,199.0,203.0,200.66666666666666,0.8849557522123894,0.8048780487804879,False,True,False,False,False,False,208.0
2020-01-15,226,41,208,29,18,25,17,14,115,0.7073170731707317,200.0,199.0,202.33333333333334,0.9203539823008849,0.7073170731707317,False,False,True,False,False,False,203.0
2020-01-16,226,41,203,26,23,26,31,25,86,0.6341463414634146,208.0,200.0,203.66666666666666,0.8982300884955752,0.6341463414634146,True,False,False,False,False,False,226.0
2020-01-17,226,41,226,30,0,44,17,21,106,0.7317073170731707,203.0,208.0,212.33333333333334,1.0,0.7317073170731707,False,False,False,False,True,False,214.0
2020-01-18,226,41,214,34,12,21,33,20,52,0.8292682926829268,226.0,203.0,214.33333333333334,0.9469026548672567,0.8292682926829268,False,False,False,False,False,True,183.0
2020-01-19,226,41,183,33,43,22,53,30,101,0.8048780487804879,214.0,226.0,207.66666666666666,0.8097345132743363,0.8048780487804879,False,False,False,True,False,False,160.0
2020-01-20,226,41,160,33,66,23,46,12,55,0.8048780487804879,183.0,214.0,185.66666666666666,0.7079646017699115,0.8048780487804879,False,False,False,False,False,False,172.0
2020-01-21,226,41,172,30,54,55,43,32,80,0.7317073170731707,160.0,183.0,171.66666666666666,0.7610619469026548,0.7317073170731707,False,True,False,False,False,False,179.0
2020-01-22,226,41,179,31,47,51,44,34,99,0.7560975609756098,172.0,160.0,170.33333333333334,0.7920353982300885,0.7560975609756098,False,False,True,False,False,False,188.0
2020-01-23,226,41,188,34,38,36,27,24,104,0.8292682926829268,179.0,172.0,179.66666666666666,0.831858407079646,0.8292682926829268,True,False,False,False,False,False,163.0
2020-01-24,226,41,163,38,63,25,50,12,113,0.926829268292683,188.0,179.0,176.66666666666666,0.7212389380530974,0.926829268292683,False,False,False,False,True,False,154.0
2020-01-25,226,41,154,34,72,25,34,20,80,0.8292682926829268,163.0,188.0,168.33333333333334,0.6814159292035398,0.8292682926829268,False,False,False,False,False,True,158.0
2020-01-26,226,41,158,31,68,44,40,28,103,0.7560975609756098,154.0,163.0,158.33333333333334,0.6991150442477876,0.7560975609756098,False,False,False,True,False,False,149.0
2020-01-27,226,41,149,29,77,36,45,32,72,0.7073170731707317,158.0,154.0,153.66666666666666,0.6592920353982301,0.7073170731707317,False,False,False,False,False,False,149.0
2020-01-28,226,41,149,26,77,21,21,26,99,0.6341463414634146,149.0,158.0,152.0,0.6592920353982301,0.6341463414634146,False,True,False,False,False,False,173.0
2020-01-29,226,41,173,31,53,54,30,10,117,0.7560975609756098,149.0,149.0,157.0,0.7654867256637168,0.7560975609756098,False,False,True,False,False,False,172.0
2020-01-30,226,41,172,34,54,31,32,10,77,0.8292682926829268,173.0,149.0,164.66666666666666,0.7610619469026548,0.8292682926829268,True,False,False,False,False,False,174.0
2020-01-31,226,41,174,31,52,55,53,24,100,0.7560975609756098,172.0,173.0,173.0,0.7699115044247787,0.7560975609756098,False,False,False,False,True,False,171.0
2020-02-01,226,41,171,30,55,22,25,13,62,0.7317073170731707,174.0,172.0,172.33333333333334,0.7566371681415929,0.7317073170731707,False,False,False,False,False,True,194.0
2020-02-02,226,41,194,32,32,50,27,17,102,0.7804878048780488,171.0,174.0,179.66666666666666,0.8584070796460177,0.7804878048780488,False,False,False,True,False,False,211.0
